word,trans,exp,level,memory,modify,pron,filelink
"abat","abattre","",0,0,0,""
"abats","abattre","",0,0,0,""
"abattaient","abattre","",0,0,0,""
"abattais","abattre","",0,0,0,""
"abattait","abattre","",0,0,0,""
"abattant","abattre","",0,0,0,""
"abatte","abattre","",0,0,0,""
"abattent","abattre","",0,0,0,""
"abattes","abattre","",0,0,0,""
"abattez","abattre","",0,0,0,""
"abattiez","abattre","",0,0,0,""
"abattions","abattre","",0,0,0,""
"abattirent","abattre","",0,0,0,""
"abattis","abattre","",0,0,0,""
"abattit","abattre","",0,0,0,""
"abattons","abattre","",0,0,0,""
"abattra","abattre","",0,0,0,""
"abattrai","abattre","",0,0,0,""
"abattraient","abattre","",0,0,0,""
"abattrais","abattre","",0,0,0,""
"abattrait","abattre","",0,0,0,""
"abattras","abattre","",0,0,0,""
"abattrez","abattre","",0,0,0,""
"abattriez","abattre","",0,0,0,""
"abattrions","abattre","",0,0,0,""
"abattrons","abattre","",0,0,0,""
"abattront","abattre","",0,0,0,""
"abattu","abattre","",0,0,0,""
"aboie","aboyer","",0,0,0,""
"aboient","aboyer","",0,0,0,""
"aboies","aboyer","",0,0,0,""
"absolu","absoudre","",0,0,0,""
"absolvaient","absoudre","",0,0,0,""
"absolvais","absoudre","",0,0,0,""
"absolvait","absoudre","",0,0,0,""
"absolve","absoudre","",0,0,0,""
"absolvent","absoudre","",0,0,0,""
"absolves","absoudre","",0,0,0,""
"absolvez","absoudre","",0,0,0,""
"absolviez","absoudre","",0,0,0,""
"absolvions","absoudre","",0,0,0,""
"absolvons","absoudre","",0,0,0,""
"absoudra","absoudre","",0,0,0,""
"absoudrai","absoudre","",0,0,0,""
"absoudraient","absoudre","",0,0,0,""
"absoudrais","absoudre","",0,0,0,""
"absoudrait","absoudre","",0,0,0,""
"absoudras","absoudre","",0,0,0,""
"absoudrez","absoudre","",0,0,0,""
"absoudriez","absoudre","",0,0,0,""
"absoudrions","absoudre","",0,0,0,""
"absoudrons","absoudre","",0,0,0,""
"absoudront","absoudre","",0,0,0,""
"absous","absoudre","",0,0,0,""
"absout","absoudre","",0,0,0,""
"absoute","absoudre","",0,0,0,""
"abstenaient","abstenir","",0,0,0,""
"abstenais","abstenir","",0,0,0,""
"abstenait","abstenir","",0,0,0,""
"abstenant","abstenir","",0,0,0,""
"abstenez","abstenir","",0,0,0,""
"absteniez","abstenir","",0,0,0,""
"abstenions","abstenir","",0,0,0,""
"abstenons","abstenir","",0,0,0,""
"abstenu","abstenir","",0,0,0,""
"abstiendra","abstenir","",0,0,0,""
"abstiendrai","abstenir","",0,0,0,""
"abstiendraient","abstenir","",0,0,0,""
"abstiendrais","abstenir","",0,0,0,""
"abstiendrait","abstenir","",0,0,0,""
"abstiendras","abstenir","",0,0,0,""
"abstiendrez","abstenir","",0,0,0,""
"abstiendriez","abstenir","",0,0,0,""
"abstiendrions","abstenir","",0,0,0,""
"abstiendrons","abstenir","",0,0,0,""
"abstiendront","abstenir","",0,0,0,""
"abstienne","abstenir","",0,0,0,""
"abstiennent","abstenir","",0,0,0,""
"abstiennes","abstenir","",0,0,0,""
"abstiens","abstenir","",0,0,0,""
"abstient","abstenir","",0,0,0,""
"abstinrent","abstenir","",0,0,0,""
"abstint","abstenir","",0,0,0,""
"accouraient","accourir","",0,0,0,""
"accourais","accourir","",0,0,0,""
"accourait","accourir","",0,0,0,""
"accourant","accourir","",0,0,0,""
"accoure","accourir","",0,0,0,""
"accourent","accourir","",0,0,0,""
"accoures","accourir","",0,0,0,""
"accourez","accourir","",0,0,0,""
"accouri","accourir","",0,0,0,""
"accouriez","accourir","",0,0,0,""
"accourions","accourir","",0,0,0,""
"accourira","accourir","",0,0,0,""
"accourirai","accourir","",0,0,0,""
"accouriraient","accourir","",0,0,0,""
"accourirais","accourir","",0,0,0,""
"accourirait","accourir","",0,0,0,""
"accouriras","accourir","",0,0,0,""
"accourirent","accourir","",0,0,0,""
"accourirez","accourir","",0,0,0,""
"accouririez","accourir","",0,0,0,""
"accouririons","accourir","",0,0,0,""
"accourirons","accourir","",0,0,0,""
"accouriront","accourir","",0,0,0,""
"accouris","accourir","",0,0,0,""
"accourissaient","accourir","",0,0,0,""
"accourissais","accourir","",0,0,0,""
"accourissait","accourir","",0,0,0,""
"accourissant","accourir","",0,0,0,""
"accourisse","accourir","",0,0,0,""
"accourissent","accourir","",0,0,0,""
"accourissez","accourir","",0,0,0,""
"accourissiez","accourir","",0,0,0,""
"accourissions","accourir","",0,0,0,""
"accourissons","accourir","",0,0,0,""
"accourit","accourir","",0,0,0,""
"accourons","accourir","",0,0,0,""
"accourra","accourir","",0,0,0,""
"accourrai","accourir","",0,0,0,""
"accourraient","accourir","",0,0,0,""
"accourrais","accourir","",0,0,0,""
"accourrait","accourir","",0,0,0,""
"accourras","accourir","",0,0,0,""
"accourrez","accourir","",0,0,0,""
"accourriez","accourir","",0,0,0,""
"accourrions","accourir","",0,0,0,""
"accourrons","accourir","",0,0,0,""
"accourront","accourir","",0,0,0,""
"accours","accourir","",0,0,0,""
"accourt","accourir","",0,0,0,""
"accouru","accourir","",0,0,0,""
"accoururent","accourir","",0,0,0,""
"accourut","accourir","",0,0,0,""
"accour絈es","accourir","",0,0,0,""
"accour羡es","accourir","",0,0,0,""
"accrois","accro羡re","",0,0,0,""
"accroissaient","accro羡re","",0,0,0,""
"accroissais","accro羡re","",0,0,0,""
"accroissait","accro羡re","",0,0,0,""
"accroissant","accro羡re","",0,0,0,""
"accroisse","accro羡re","",0,0,0,""
"accroissent","accro羡re","",0,0,0,""
"accroisses","accro羡re","",0,0,0,""
"accroissez","accro羡re","",0,0,0,""
"accroissiez","accro羡re","",0,0,0,""
"accroissions","accro羡re","",0,0,0,""
"accroissons","accro羡re","",0,0,0,""
"accro羡","accro羡re","",0,0,0,""
"accro羡ra","accro羡re","",0,0,0,""
"accro羡rai","accro羡re","",0,0,0,""
"accro羡raient","accro羡re","",0,0,0,""
"accro羡rais","accro羡re","",0,0,0,""
"accro羡rait","accro羡re","",0,0,0,""
"accro羡ras","accro羡re","",0,0,0,""
"accro羡rez","accro羡re","",0,0,0,""
"accro羡riez","accro羡re","",0,0,0,""
"accro羡rions","accro羡re","",0,0,0,""
"accro羡rons","accro羡re","",0,0,0,""
"accro羡ront","accro羡re","",0,0,0,""
"accru","accro羡re","",0,0,0,""
"accrurent","accro羡re","",0,0,0,""
"accrus","accro羡re","",0,0,0,""
"accrusse","accro羡re","",0,0,0,""
"accrussent","accro羡re","",0,0,0,""
"accrusses","accro羡re","",0,0,0,""
"accrussiez","accro羡re","",0,0,0,""
"accrussions","accro羡re","",0,0,0,""
"accrut","accro羡re","",0,0,0,""
"accr璟es","accro羡re","",0,0,0,""
"accr皦","accro羡re","",0,0,0,""
"accr皦es","accro羡re","",0,0,0,""
"ach鑼e","acheter","",0,0,0,""
"ach鑼ent","acheter","",0,0,0,""
"ach鑼es","acheter","",0,0,0,""
"ach钁e","achever","",0,0,0,""
"ach钁ent","achever","",0,0,0,""
"ach钁es","achever","",0,0,0,""
"acquerra","acqu駻ir","",0,0,0,""
"acquerrai","acqu駻ir","",0,0,0,""
"acquerraient","acqu駻ir","",0,0,0,""
"acquerrais","acqu駻ir","",0,0,0,""
"acquerrait","acqu駻ir","",0,0,0,""
"acquerras","acqu駻ir","",0,0,0,""
"acquerrez","acqu駻ir","",0,0,0,""
"acquerriez","acqu駻ir","",0,0,0,""
"acquerrions","acqu駻ir","",0,0,0,""
"acquerrons","acqu駻ir","",0,0,0,""
"acquerront","acqu駻ir","",0,0,0,""
"acquiers","acqu駻ir","",0,0,0,""
